dates,ret_5_yr_daily,ret_10_yr_daily,bps_credit_aaa,bps_credit_baa,spread_aaa.minus.baa
12/1/1988,8.896,9.01,9.54,10.59,1.05
12/2/1988,9.103,9.157,9.56,10.61,1.05
12/5/1988,9.049,9.112,9.56,10.61,1.05
12/6/1988,8.865,8.923,9.49,10.58,1.09
12/7/1988,8.926,8.986,9.52,10.59,1.07
12/8/1988,9.018,9.024,9.49,10.63,1.14
12/9/1988,9.079,9.083,9.53,10.63,1.1
12/12/1988,9.071,9.078,9.53,10.6,1.07
12/13/1988,9.157,9.147,9.55,10.64,1.09
12/14/1988,9.157,9.161,9.58,10.65,1.07
12/15/1988,9.188,9.161,9.59,10.66,1.07
12/16/1988,9.157,9.161,9.6,10.69,1.09
12/19/1988,9.149,9.137,9.61,10.7,1.09
12/20/1988,9.071,9.083,9.58,10.68,1.1
12/21/1988,9.048,9.048,9.58,10.68,1.1
12/22/1988,9.071,9.058,9.6,10.68,1.08
12/23/1988,9.063,9.044,9.6,10.66,1.06
12/27/1988,9.18,9.142,9.6,10.65,1.05
12/28/1988,9.188,9.186,9.6,10.67,1.07
12/29/1988,9.165,9.156,9.6,10.66,1.06
12/30/1988,9.133,9.137,9.61,10.69,1.08
1/3/1989,9.227,9.216,9.64,10.71,1.07
1/4/1989,9.228,9.226,9.62,10.71,1.09
1/5/1989,9.291,9.251,9.67,10.75,1.08
1/6/1989,9.259,9.211,9.7,10.73,1.03
1/9/1989,9.275,9.231,9.7,10.7,1
1/10/1989,9.259,9.216,9.69,10.72,1.03
1/11/1989,9.267,9.226,9.71,10.73,1.02
1/12/1989,9.197,9.157,9.7,10.71,1.01
1/13/1989,9.079,9.063,9.66,10.66,1
1/17/1989,9.095,9.058,9.64,10.64,1
1/18/1989,9.024,8.98,9.59,10.61,1.02
1/19/1989,9.04,8.99,9.59,10.62,1.03
1/20/1989,9.079,9.024,9.58,10.62,1.04
1/23/1989,9.024,8.985,9.6,10.63,1.03
1/24/1989,8.969,8.936,9.57,10.6,1.03
1/25/1989,9.048,8.994,9.55,10.61,1.06
1/26/1989,9.04,8.98,9.55,10.61,1.06
1/27/1989,8.993,8.941,9.55,10.6,1.05
1/30/1989,9.04,8.995,9.55,10.58,1.03
1/31/1989,9.032,8.98,9.57,10.57,1
2/1/1989,9.008,8.97,9.56,10.56,1
2/2/1989,9.016,8.98,9.55,10.54,0.99
2/3/1989,9.072,8.995,9.56,10.53,0.97
2/6/1989,9.087,9.014,9.57,10.55,0.98
2/7/1989,9.024,8.96,9.54,10.53,0.99
2/8/1989,9.064,8.98,9.52,10.52,1
2/9/1989,9.175,9.113,9.57,10.52,0.95
2/10/1989,9.239,9.172,9.6,10.55,0.95
2/13/1989,9.263,9.201,9.65,10.6,0.95
2/14/1989,9.327,9.246,9.65,10.64,0.99
2/15/1989,9.295,9.211,9.65,10.64,0.99
2/16/1989,9.28,9.201,9.65,10.65,1
2/17/1989,9.28,9.201,9.66,10.66,1
2/21/1989,9.313,9.221,9.64,10.65,1.01
2/22/1989,9.41,9.29,9.7,10.66,0.96
2/23/1989,9.458,9.325,9.71,10.69,0.98
2/24/1989,9.489,9.38,9.76,10.7,0.94
2/27/1989,9.45,9.35,9.77,10.71,0.94
2/28/1989,9.389,9.295,9.76,10.67,0.91
3/1/1989,9.442,9.37,9.75,10.68,0.93
3/2/1989,9.373,9.3,9.75,10.69,0.94
3/3/1989,9.373,9.3,9.74,10.69,0.95
3/6/1989,9.311,9.245,9.73,10.67,0.94
3/7/1989,9.341,9.26,9.72,10.64,0.92
3/8/1989,9.31,9.225,9.73,10.64,0.91
3/9/1989,9.341,9.24,9.73,10.63,0.9
3/10/1989,9.464,9.335,9.75,10.64,0.89
3/13/1989,9.487,9.36,9.78,10.65,0.87
3/14/1989,9.433,9.305,9.77,10.63,0.86
3/15/1989,9.425,9.305,9.78,10.62,0.84
3/16/1989,9.425,9.3,9.77,10.61,0.84
3/17/1989,9.611,9.471,9.83,10.67,0.84
3/20/1989,9.729,9.537,9.84,10.69,0.85
3/21/1989,9.705,9.506,9.85,10.71,0.86
3/22/1989,9.627,9.43,9.85,10.71,0.86
3/23/1989,9.619,9.42,9.85,10.69,0.84
3/27/1989,9.642,9.426,9.89,10.72,0.83
3/28/1989,9.611,9.385,9.9,10.72,0.82
3/29/1989,9.54,9.315,9.89,10.69,0.8
3/30/1989,9.563,9.34,9.89,10.69,0.8
3/31/1989,9.469,9.275,9.85,10.61,0.76
4/3/1989,9.367,9.211,9.85,10.57,0.72
4/4/1989,9.266,9.147,9.82,10.57,0.75
4/5/1989,9.305,9.176,9.82,10.56,0.74
4/6/1989,9.343,9.211,9.78,10.63,0.85
4/7/1989,9.413,9.271,9.8,10.66,0.86
4/10/1989,9.429,9.286,9.81,10.66,0.85
4/11/1989,9.397,9.261,9.8,10.67,0.87
4/12/1989,9.405,9.271,9.8,10.65,0.85
4/13/1989,9.483,9.331,9.81,10.67,0.86
4/14/1989,9.287,9.181,9.78,10.63,0.85
4/17/1989,9.311,9.196,9.82,10.62,0.8
4/18/1989,9.124,9.058,9.8,10.61,0.81
4/19/1989,9.147,9.063,9.77,10.61,0.84
4/20/1989,9.279,9.176,9.8,10.61,0.81
4/21/1989,9.239,9.142,9.8,10.61,0.81
4/24/1989,9.239,9.147,9.79,10.62,0.83
4/25/1989,9.161,9.098,9.78,10.59,0.81
4/26/1989,9.161,9.093,9.75,10.6,0.85
4/27/1989,9.036,9.039,9.73,10.57,0.84
4/28/1989,9.098,9.053,9.71,10.57,0.86
5/1/1989,9.164,9.128,9.73,10.59,0.86
5/2/1989,9.082,9.069,9.73,10.58,0.85
5/3/1989,9.086,9.074,9.72,10.58,0.86
5/4/1989,9.066,9.056,9.74,10.57,0.83
5/5/1989,8.964,9.005,9.71,10.54,0.83
5/8/1989,9.018,9.047,9.72,10.56,0.84
5/9/1989,9.151,9.165,9.68,10.58,0.9
5/10/1989,9.174,9.173,9.71,10.61,0.9
5/11/1989,9.064,9.072,9.71,10.6,0.89
5/12/1989,8.781,8.801,9.62,10.49,0.87
5/15/1989,8.823,8.81,9.55,10.47,0.92
5/16/1989,8.822,8.796,9.55,10.49,0.94
5/17/1989,8.845,8.793,9.54,10.46,0.92
5/18/1989,8.853,8.763,9.53,10.46,0.93
5/19/1989,8.802,8.702,9.53,10.4,0.87
5/22/1989,8.686,8.576,9.44,10.36,0.92
5/23/1989,8.685,8.601,9.41,10.31,0.9
5/24/1989,8.704,8.617,9.41,10.31,0.9
5/25/1989,8.812,8.694,9.39,10.32,0.93
5/26/1989,8.7,8.64,9.41,10.3,0.89
5/29/1989,8.696,8.633,,,
5/30/1989,8.677,8.63,9.38,10.3,0.92
5/31/1989,8.643,8.6,9.39,10.3,0.91
6/1/1989,8.643,8.602,9.37,10.27,0.9
6/2/1989,8.394,8.429,9.32,10.2,0.88
6/5/1989,8.331,8.368,9.26,10.13,0.87
6/6/1989,8.338,8.349,9.24,10.09,0.85
6/7/1989,8.248,8.25,9.12,10.05,0.93
6/8/1989,8.244,8.241,9.11,10.04,0.93
6/9/1989,8.128,8.135,9.06,9.97,0.91
6/12/1989,8.195,8.166,9.01,9.97,0.96
6/13/1989,8.31,8.269,9.03,9.97,0.94
6/14/1989,8.239,8.201,8.99,9.97,0.98
6/15/1989,8.336,8.312,9.02,9.98,0.96
6/16/1989,8.361,8.327,9.04,10.02,0.98
6/19/1989,8.418,8.374,9.08,10.03,0.95
6/20/1989,8.361,8.32,9.11,10.05,0.94
6/21/1989,8.425,8.376,9.11,10.05,0.94
6/22/1989,8.406,8.369,9.09,10.07,0.98
6/23/1989,8.24,8.24,9.08,10.04,0.96
6/26/1989,8.209,8.179,9.04,10.01,0.97
6/27/1989,8.101,8.087,9,9.96,0.96
6/28/1989,8.183,8.185,9.02,9.99,0.97
6/29/1989,8.078,8.127,9.01,9.94,0.93
6/30/1989,8.014,8.077,9.01,9.93,0.92
7/3/1989,7.979,8.081,8.99,9.91,0.92
7/5/1989,7.957,8.103,9.02,9.92,0.9
7/6/1989,7.901,8.063,8.94,9.9,0.96
7/7/1989,7.852,8.016,8.93,9.89,0.96
7/10/1989,7.811,7.978,8.93,9.86,0.93
7/11/1989,7.77,7.964,8.93,9.84,0.91
7/12/1989,7.769,7.986,8.95,9.83,0.88
7/13/1989,7.809,8.006,8.93,9.81,0.88
7/14/1989,7.815,8.036,8.94,9.89,0.95
7/17/1989,7.886,8.074,8.92,9.9,0.98
7/18/1989,7.978,8.127,8.96,9.93,0.97
7/19/1989,7.866,8.065,8.93,9.9,0.97
7/20/1989,7.855,8.029,8.92,9.9,0.98
7/21/1989,7.865,8.064,8.92,9.9,0.98
7/24/1989,7.834,8.035,8.94,9.9,0.96
7/25/1989,7.782,8.001,8.93,9.87,0.94
7/26/1989,7.782,8.003,8.92,9.86,0.94
7/27/1989,7.685,7.905,8.91,9.83,0.92
7/28/1989,7.58,7.85,8.87,9.83,0.96
7/31/1989,7.547,7.804,8.85,9.81,0.96
8/1/1989,7.506,7.753,8.79,9.73,0.94
8/2/1989,7.571,7.746,8.79,9.75,0.96
8/3/1989,7.637,7.799,8.77,9.76,0.99
8/4/1989,7.916,7.992,8.85,9.82,0.97
8/7/1989,7.934,8,8.89,9.82,0.93
8/8/1989,7.938,8.018,8.91,9.81,0.9
8/9/1989,7.982,8.087,8.93,9.82,0.89
8/10/1989,7.858,7.963,8.92,9.84,0.92
8/11/1989,8.068,8.08,8.96,9.83,0.87
8/14/1989,8.255,8.239,8.96,9.89,0.93
8/15/1989,8.152,8.159,9,9.9,0.9
8/16/1989,8.075,8.097,8.97,9.88,0.91
8/17/1989,8.155,8.145,9,9.92,0.92
8/18/1989,8.177,8.155,9,9.92,0.92
8/21/1989,8.234,8.192,9,9.91,0.91
8/22/1989,8.362,8.3,9.03,9.92,0.89
8/23/1989,8.249,8.215,9.04,9.94,0.9
8/24/1989,8.187,8.185,9.03,9.92,0.89
8/25/1989,8.224,8.225,9.02,9.92,0.9
8/28/1989,8.296,8.274,9.04,9.95,0.91
8/29/1989,8.292,8.262,9.04,9.97,0.93
8/30/1989,8.239,8.22,9.05,9.97,0.92
8/31/1989,8.266,8.251,9.05,9.96,0.91
9/1/1989,8.168,8.171,9.06,9.97,0.91
9/4/1989,8.205,8.192,,,
9/5/1989,8.19,8.18,9.03,9.95,0.92
9/6/1989,8.182,8.163,9.02,9.94,0.92
9/7/1989,8.208,8.189,9.01,9.94,0.93
9/8/1989,8.148,8.142,9.01,9.94,0.93
9/11/1989,8.096,8.126,8.98,9.89,0.91
9/12/1989,8.099,8.133,8.97,9.88,0.91
9/13/1989,8.095,8.163,8.99,9.89,0.9
9/14/1989,8.043,8.128,8.99,9.88,0.89
9/15/1989,8.009,8.081,8.97,9.88,0.91
9/18/1989,8.027,8.098,8.98,9.88,0.9
9/19/1989,8.042,8.074,8.96,9.86,0.9
9/20/1989,8.139,8.168,8.97,9.87,0.9
9/21/1989,8.184,8.191,9,9.89,0.89
9/22/1989,8.191,8.21,8.99,9.89,0.9
9/25/1989,8.301,8.322,9.04,9.94,0.9
9/26/1989,8.301,8.322,9.04,9.94,0.9
9/27/1989,8.271,8.279,9.04,9.94,0.9
9/28/1989,8.271,8.279,9.01,9.93,0.92
9/29/1989,8.327,8.286,9.04,9.93,0.89
10/2/1989,8.324,8.27,9.07,9.93,0.86
10/3/1989,8.228,8.206,9.01,9.93,0.92
10/4/1989,8.244,8.213,9.03,9.92,0.89
10/5/1989,8.145,8.126,9,9.91,0.91
10/6/1989,8.016,8.039,8.98,9.89,0.91
10/9/1989,7.96,7.997,8.99,9.87,0.88
10/10/1989,8.005,8.032,8.96,9.83,0.87
10/11/1989,8.023,8.081,8.95,9.81,0.86
10/12/1989,7.985,8.055,8.94,9.82,0.88
10/13/1989,7.693,7.833,8.9,9.77,0.87
10/16/1989,7.917,7.974,8.89,9.76,0.87
10/17/1989,7.936,8.013,8.89,9.77,0.88
10/18/1989,7.932,8.011,8.88,9.77,0.89
10/19/1989,7.883,7.951,8.86,9.76,0.9
10/20/1989,7.935,7.976,8.86,9.77,0.91
10/23/1989,7.848,7.897,8.85,9.77,0.92
10/24/1989,7.818,7.874,8.84,9.74,0.9
10/25/1989,7.799,7.86,8.82,9.75,0.93
10/26/1989,7.806,7.876,8.84,9.74,0.9
10/27/1989,7.862,7.934,8.88,9.77,0.89
10/30/1989,7.839,7.906,8.87,9.78,0.91
10/31/1989,7.846,7.909,8.92,9.76,0.84
11/1/1989,7.823,7.874,8.91,9.75,0.84
11/2/1989,7.8,7.869,8.91,9.76,0.85
11/3/1989,7.924,7.966,8.95,9.78,0.83
11/6/1989,7.94,7.971,8.94,9.81,0.87
11/7/1989,7.822,7.878,8.9,9.8,0.9
11/8/1989,7.788,7.864,8.87,9.77,0.9
11/9/1989,7.829,7.904,8.89,9.81,0.92
11/10/1989,7.821,7.911,8.89,9.83,0.94
11/13/1989,7.806,7.904,8.86,9.82,0.96
11/14/1989,7.771,7.854,8.86,9.82,0.96
11/15/1989,7.714,7.797,8.86,9.82,0.96
11/16/1989,7.714,7.806,8.86,9.82,0.96
11/17/1989,7.797,7.874,8.88,9.83,0.95
11/20/1989,7.793,7.863,8.9,9.84,0.94
11/21/1989,7.781,7.845,8.88,9.81,0.93
11/22/1989,7.69,7.799,8.87,9.83,0.96
11/23/1989,7.693,7.801,,,
11/24/1989,7.685,7.792,8.89,9.84,0.95
11/27/1989,7.78,7.842,8.91,9.83,0.92
11/28/1989,7.795,7.851,8.89,9.83,0.94
11/29/1989,7.825,7.874,8.9,9.83,0.93
11/30/1989,7.726,7.826,8.89,9.83,0.94
12/1/1989,7.7,7.805,8.82,9.82,1
12/4/1989,7.707,7.823,8.85,9.8,0.95
12/5/1989,7.699,7.819,8.85,9.81,0.96
12/6/1989,7.766,7.848,8.85,9.82,0.97
12/7/1989,7.796,7.873,8.87,9.82,0.95
12/8/1989,7.728,7.818,8.86,9.81,0.95
12/11/1989,7.739,7.832,8.85,9.8,0.95
12/12/1989,7.739,7.832,8.85,9.8,0.95
12/13/1989,7.732,7.82,8.86,9.8,0.94
12/14/1989,7.691,7.784,8.86,9.82,0.96
12/15/1989,7.694,7.8,8.85,9.81,0.96
12/18/1989,7.668,7.777,8.85,9.81,0.96
12/19/1989,7.668,7.774,8.85,9.82,0.97
12/20/1989,7.668,7.765,8.85,9.82,0.97
12/21/1989,7.672,7.763,8.85,9.81,0.96
12/22/1989,7.727,7.818,8.84,9.82,0.98
12/26/1989,7.888,7.937,8.88,9.84,0.96
12/27/1989,7.884,7.93,8.88,9.85,0.97
12/28/1989,7.836,7.893,8.89,9.85,0.96
12/29/1989,7.832,7.935,8.87,9.84,0.97
1/2/1990,7.847,7.93,8.87,9.85,0.98
1/3/1990,7.911,7.974,8.9,9.86,0.96
1/4/1990,7.9,7.972,8.89,9.84,0.95
1/5/1990,7.896,7.984,8.88,9.88,1
1/8/1990,7.907,8.012,8.9,9.88,0.98
1/9/1990,7.903,8.009,8.92,9.86,0.94
1/10/1990,7.907,8.014,8.91,9.88,0.97
1/11/1990,7.949,8.044,8.92,9.86,0.94
1/12/1990,7.983,8.096,8.94,9.87,0.93
1/15/1990,7.995,8.113,8.94,9.88,0.94
1/16/1990,8.106,8.196,8.95,9.92,0.97
1/17/1990,8.095,8.191,8.97,9.92,0.95
1/18/1990,8.233,8.303,9.02,9.97,0.95
1/19/1990,8.164,8.232,9.01,9.95,0.94
1/22/1990,8.164,8.27,9.01,9.96,0.95
1/23/1990,8.254,8.349,9.03,9.97,0.94
1/24/1990,8.269,8.366,9.07,10,0.93
1/25/1990,8.305,8.413,9.06,10,0.94
1/26/1990,8.348,8.464,9.1,10.06,0.96
1/29/1990,8.431,8.535,9.14,10.09,0.95
1/30/1990,8.388,8.501,9.18,10.12,0.94
1/31/1990,8.318,8.418,9.15,10.11,0.96
2/1/1990,8.333,8.413,9.14,10.1,0.96
2/2/1990,8.409,8.494,9.15,10.09,0.94
2/5/1990,8.421,8.519,9.19,10.12,0.93
2/6/1990,8.484,8.58,9.24,10.13,0.89
2/7/1990,8.441,8.536,9.25,10.14,0.89
2/8/1990,8.378,8.429,9.22,10.14,0.92
2/9/1990,8.261,8.29,9.18,10.11,0.93
2/12/1990,8.348,8.385,9.2,10.11,0.91
2/13/1990,8.277,8.32,9.2,10.1,0.9
2/14/1990,8.332,8.373,9.2,10.12,0.92
2/15/1990,8.376,8.413,9.21,10.13,0.92
2/16/1990,8.381,8.413,9.22,10.1,0.88
2/19/1990,8.381,8.478,,,
2/20/1990,8.592,8.629,9.28,10.14,0.86
2/21/1990,8.568,8.603,9.28,10.2,0.92
2/22/1990,8.509,8.539,9.26,10.2,0.94
2/23/1990,8.462,8.537,9.26,10.21,0.95
2/26/1990,8.398,8.459,9.26,10.22,0.96
2/27/1990,8.346,8.414,9.24,10.19,0.95
2/28/1990,8.451,8.515,9.25,10.19,0.94
3/1/1990,8.537,8.581,9.28,10.2,0.92
3/2/1990,8.503,8.546,9.28,10.2,0.92
3/5/1990,8.601,8.631,9.35,10.28,0.93
3/6/1990,8.533,8.562,9.36,10.24,0.88
3/7/1990,8.556,8.579,9.35,10.19,0.84
3/8/1990,8.555,8.553,9.34,10.23,0.89
3/9/1990,8.666,8.631,9.35,10.24,0.89
3/12/1990,8.662,8.629,9.35,10.24,0.89
3/13/1990,8.731,8.708,9.38,10.23,0.85
3/14/1990,8.654,8.628,9.42,10.23,0.81
3/15/1990,8.688,8.652,9.44,10.23,0.79
3/16/1990,8.604,8.566,9.43,10.19,0.76
3/19/1990,8.635,8.581,9.42,10.2,0.78
3/20/1990,8.596,8.533,9.39,10.16,0.77
3/21/1990,8.631,8.564,9.38,10.16,0.78
3/22/1990,8.558,8.528,9.37,10.17,0.8
3/23/1990,8.531,8.521,9.37,10.17,0.8
3/26/1990,8.501,8.495,9.37,10.18,0.81
3/27/1990,8.539,8.512,9.36,10.17,0.81
3/28/1990,8.504,8.495,9.36,10.2,0.84
3/29/1990,8.619,8.614,9.37,10.21,0.84
3/30/1990,8.638,8.628,9.39,10.23,0.84
4/2/1990,8.63,8.64,9.4,10.24,0.84
4/3/1990,8.623,8.626,9.41,10.22,0.81
4/4/1990,8.55,8.547,9.36,10.21,0.85
4/5/1990,8.553,8.559,9.37,10.21,0.84
4/6/1990,8.549,8.552,9.36,10.2,0.84
4/9/1990,8.576,8.587,9.36,10.19,0.83
4/10/1990,8.596,8.623,9.38,10.18,0.8
4/11/1990,8.584,8.611,9.39,10.18,0.79
4/12/1990,8.611,8.633,9.4,10.17,0.77
4/13/1990,8.607,8.614,,,
4/16/1990,8.622,8.666,9.39,10.19,0.8
4/17/1990,8.692,8.741,9.44,10.24,0.8
4/18/1990,8.813,8.851,9.46,10.31,0.85
4/19/1990,8.817,8.863,9.47,10.32,0.85
4/20/1990,8.876,8.945,9.51,10.37,0.86
4/23/1990,8.908,8.977,9.56,10.42,0.86
4/24/1990,8.935,8.975,9.56,10.42,0.86
4/25/1990,8.979,8.992,9.6,10.42,0.82
4/26/1990,9.066,9.062,9.61,10.49,0.88
4/27/1990,9.019,9.042,9.61,10.51,0.9
4/30/1990,9,9.022,9.63,10.54,0.91
5/1/1990,9.063,9.06,9.64,10.55,0.91
5/2/1990,9.06,9.062,9.64,10.56,0.92
5/3/1990,8.992,9.01,9.62,10.55,0.93
5/4/1990,8.783,8.835,9.56,10.51,0.95
5/7/1990,8.799,8.857,9.58,10.52,0.94
5/8/1990,8.779,8.845,9.55,10.51,0.96
5/9/1990,8.819,8.879,9.57,10.49,0.92
5/10/1990,8.787,8.817,9.55,10.5,0.95
5/11/1990,8.627,8.645,9.43,10.41,0.98
5/14/1990,8.591,8.608,9.39,10.37,0.98
5/15/1990,8.615,8.643,9.39,10.37,0.98
5/16/1990,8.642,8.673,9.38,10.37,0.99
5/17/1990,8.666,8.687,9.39,10.34,0.95
5/18/1990,8.717,8.743,9.41,10.37,0.96
5/21/1990,8.706,8.729,9.41,10.38,0.97
5/22/1990,8.643,8.651,9.37,10.35,0.98
5/23/1990,8.56,8.59,9.36,10.34,0.98
5/24/1990,8.599,8.637,9.4,10.32,0.92
5/25/1990,8.609,8.691,9.41,10.31,0.9
5/28/1990,8.613,8.702,,,
5/29/1990,8.571,8.637,9.41,10.32,0.91
5/30/1990,8.556,8.611,9.4,10.3,0.9
5/31/1990,8.549,8.599,9.37,10.31,0.94
6/1/1990,8.401,8.454,9.33,10.23,0.9
6/4/1990,8.382,8.44,9.3,10.21,0.91
6/5/1990,8.412,8.463,9.26,10.21,0.95
6/6/1990,8.42,8.459,9.26,10.22,0.96
6/7/1990,8.408,8.451,9.28,10.21,0.93
6/8/1990,8.419,8.472,9.26,10.21,0.95
6/11/1990,8.427,8.476,9.25,10.22,0.97
6/12/1990,8.441,8.481,9.24,10.19,0.95
6/13/1990,8.343,8.395,9.23,10.16,0.93
6/14/1990,8.306,8.363,9.16,10.17,1.01
6/15/1990,8.399,8.45,9.19,10.19,1
6/18/1990,8.448,8.49,9.21,10.2,0.99
6/19/1990,8.46,8.503,9.24,10.22,0.98
6/20/1990,8.494,8.536,9.28,10.27,0.99
6/21/1990,8.459,8.513,9.28,10.25,0.97
6/22/1990,8.444,8.498,9.28,10.24,0.96
6/25/1990,8.535,8.585,9.28,10.26,0.98
6/26/1990,8.482,8.533,9.28,10.26,0.98
6/27/1990,8.447,8.498,9.28,10.25,0.97
6/28/1990,8.39,8.449,9.26,10.24,0.98
6/29/1990,8.337,8.412,9.24,10.22,0.98
7/2/1990,8.333,8.409,9.23,10.21,0.98
7/3/1990,8.298,8.393,9.22,10.2,0.98
7/4/1990,8.298,8.383,,,
7/5/1990,8.328,8.4,9.21,10.18,0.97
7/6/1990,8.442,8.513,9.24,10.21,0.97
7/9/1990,8.484,8.558,9.26,10.24,0.98
7/10/1990,8.496,8.572,9.27,10.24,0.97
7/11/1990,8.484,8.569,9.26,10.24,0.98
7/12/1990,8.369,8.494,9.27,10.22,0.95
7/13/1990,8.304,8.436,9.24,10.2,0.96
7/16/1990,8.308,8.435,9.24,10.18,0.94
7/17/1990,8.292,8.435,9.24,10.17,0.93
7/18/1990,8.33,8.501,9.25,10.21,0.96
7/19/1990,8.315,8.491,9.24,10.19,0.95
7/20/1990,8.273,8.47,9.24,10.19,0.95
7/23/1990,8.292,8.491,9.26,10.2,0.94
7/24/1990,8.341,8.533,9.28,10.21,0.93
7/25/1990,8.288,8.479,9.27,10.21,0.94
7/26/1990,8.303,8.483,9.25,10.18,0.93
7/27/1990,8.23,8.416,9.22,10.17,0.95
7/30/1990,8.138,8.344,9.19,10.13,0.94
7/31/1990,8.108,8.341,9.21,10.13,0.92
8/1/1990,8.039,8.276,9.17,10.11,0.94
8/2/1990,8.107,8.376,9.2,10.15,0.95
8/3/1990,8.103,8.443,9.16,10.19,1.03
8/6/1990,8.267,8.676,9.31,10.32,1.01
8/7/1990,8.359,8.714,9.32,10.33,1.01
8/8/1990,8.378,8.736,9.34,10.37,1.03
8/9/1990,8.297,8.648,9.37,10.34,0.97
8/10/1990,8.289,8.657,9.36,10.34,0.98
8/13/1990,8.32,8.693,9.36,10.33,0.97
8/14/1990,8.316,8.655,9.35,10.33,0.98
8/15/1990,8.3,8.638,9.35,10.34,0.99
8/16/1990,8.463,8.778,9.39,10.39,1
8/17/1990,8.451,8.79,9.4,10.41,1.01
8/20/1990,8.513,8.811,9.4,10.48,1.08
8/21/1990,8.541,8.833,9.45,10.52,1.07
8/22/1990,8.631,8.946,9.51,10.54,1.03
8/23/1990,8.682,9.009,9.56,10.53,0.97
8/24/1990,8.706,9.036,9.59,10.64,1.05
8/27/1990,8.572,8.873,9.53,10.58,1.05
8/28/1990,8.631,8.921,9.55,10.55,1
8/29/1990,8.537,8.811,9.56,10.56,1
8/30/1990,8.466,8.842,9.58,10.58,1
8/31/1990,8.44,8.846,9.58,10.55,0.97
9/3/1990,8.546,8.87,,,
9/4/1990,8.531,8.887,9.59,10.57,0.98
9/5/1990,8.47,8.832,9.53,10.54,1.01
9/6/1990,8.474,8.82,9.58,10.53,0.95
9/7/1990,8.439,8.789,9.57,10.52,0.95
9/10/1990,8.492,8.834,9.57,10.5,0.93
9/11/1990,8.45,8.793,9.55,10.61,1.06
9/12/1990,8.45,8.803,9.55,10.59,1.04
9/13/1990,8.45,8.822,9.54,10.56,1.02
9/14/1990,8.484,8.868,9.5,10.59,1.09
9/17/1990,8.499,8.897,9.53,10.64,1.11
9/18/1990,8.503,8.904,9.51,10.65,1.14
9/19/1990,8.499,8.872,9.53,10.66,1.13
9/20/1990,8.518,8.899,9.48,10.64,1.16
9/21/1990,8.582,8.977,9.51,10.69,1.18
9/24/1990,8.651,9.03,9.58,10.73,1.15
9/25/1990,8.64,8.991,9.68,10.77,1.09
9/26/1990,8.624,8.977,9.67,10.77,1.1
9/27/1990,8.506,8.87,9.64,10.76,1.12
9/28/1990,8.456,8.795,9.6,10.76,1.16
10/1/1990,8.398,8.725,9.57,10.67,1.1
10/2/1990,8.345,8.68,9.55,10.65,1.1
10/3/1990,8.36,8.718,9.53,10.65,1.12
10/4/1990,8.284,8.647,9.55,10.64,1.09
10/5/1990,8.268,8.642,9.52,10.65,1.13
10/8/1990,8.299,8.665,9.52,10.64,1.12
10/9/1990,8.417,8.807,9.58,10.69,1.11
10/10/1990,8.504,8.906,9.62,10.76,1.14
10/11/1990,8.508,8.918,9.62,10.8,1.18
10/12/1990,8.412,8.807,9.61,10.81,1.2
10/15/1990,8.389,8.79,9.62,10.8,1.18
10/16/1990,8.362,8.751,9.61,10.81,1.2
10/17/1990,8.366,8.742,9.58,10.81,1.23
10/18/1990,8.301,8.677,9.54,10.78,1.24
10/19/1990,8.247,8.612,9.48,10.74,1.26
10/22/1990,8.239,8.617,9.45,10.75,1.3
10/23/1990,8.266,8.662,9.45,10.75,1.3
10/24/1990,8.239,8.639,9.47,10.77,1.3
10/25/1990,8.208,8.617,9.46,10.75,1.29
10/26/1990,8.219,8.626,9.44,10.74,1.3
10/29/1990,8.261,8.689,9.48,10.74,1.26
10/30/1990,8.261,8.679,9.5,10.8,1.3
10/31/1990,8.219,8.617,9.49,10.78,1.29
11/1/1990,8.127,8.548,9.43,10.73,1.3
11/2/1990,8.153,8.562,9.44,10.73,1.29
11/5/1990,8.085,8.489,9.39,10.77,1.38
11/6/1990,8.103,8.508,9.38,10.77,1.39
11/7/1990,8.141,8.55,9.39,10.72,1.33
11/8/1990,8.145,8.547,9.39,10.75,1.36
11/9/1990,8.064,8.467,9.37,10.73,1.36
11/12/1990,8.011,8.415,9.35,10.71,1.36
11/13/1990,8.003,8.383,9.31,10.65,1.34
11/14/1990,7.98,8.36,9.29,10.66,1.37
11/15/1990,7.98,8.36,9.28,10.63,1.35
11/16/1990,7.949,8.297,9.26,10.53,1.27
11/19/1990,7.998,8.35,9.24,10.53,1.29
11/20/1990,7.959,8.303,9.25,10.54,1.29
11/21/1990,7.883,8.259,9.27,10.51,1.24
11/22/1990,7.887,8.273,,,
11/23/1990,7.905,8.284,9.25,10.5,1.25
11/26/1990,7.908,8.275,9.23,10.52,1.29
11/27/1990,7.92,8.277,9.21,10.51,1.3
11/28/1990,7.965,8.286,9.2,10.52,1.32
11/29/1990,7.985,8.335,9.17,10.55,1.38
11/30/1990,7.985,8.252,9.17,10.53,1.36
12/3/1990,7.894,8.212,9.14,10.47,1.33
12/4/1990,7.821,8.164,9.15,10.48,1.33
12/5/1990,7.813,8.159,9.14,10.47,1.33
12/6/1990,7.821,8.17,9.12,10.47,1.35
12/7/1990,7.665,8.022,9.09,10.43,1.34
12/10/1990,7.628,7.963,9.07,10.36,1.29
12/11/1990,7.602,7.918,9.05,10.36,1.31
